sector,export_value,exposure_us,exposure_cn,exposure_mx,hhi_concentration,top_partner_share,tariff_percent,risk_score
Electronics - Subsector 4,36533168084.388214,0.4808136303489769,0.23633778155493923,0.09072616110348614,0.2473537917824577,0.4808136303489769,0,33.24364817448995
Furniture & Fixtures - Subsector 5,1638512552.1298783,0.35789623619967303,0.35856624794268116,0.162134982107425,0.13474360757713896,0.35856624794268116,0,31.783279800960816
Automotive & Parts - Subsector 1,2335681361.848231,0.6932078295538763,0.03732356983812616,0.08737272054128953,0.4937255836441563,0.6932078295538763,0,38.79594352262315
Plastics & Chemicals - Subsector 2,9484684239.481806,0.5082068249997036,0.2779292549764522,0.07932498405300623,0.26392195110442274,0.5082068249997036,0,36.21268233569211
Mineral Products - Subsector 3,15466507754.41402,0.6520832013981491,0.15101599692299145,0.03967558640641664,0.4329257938095435,0.6520832013981491,0,39.98539149514972
Pharmaceuticals - Subsector 4,3227363124.1107063,0.46262493547567857,0.34465253135009755,0.05370665995836916,0.2195680095883289,0.46262493547567857,0,35.73364582476666
Wood & Paper Products - Subsector 5,19094450185.641476,0.5918254083339772,0.17892200735938388,0.024386445547734562,0.3702450442897469,0.5918254083339772,0,36.7637798010434
Pharmaceuticals - Subsector 1,7030863582.151031,0.4805029693928429,0.3107418213211388,0.08312772685846477,0.23702710202162985,0.4805029693928429,0,35.66506056888915
Energy Products - Subsector 2,109053304551.76521,0.6143060686424068,0.1075089386307554,0.06857786154476292,0.395948363099927,0.6143060686424068,0,36.156787764527145
Metals & Ores - Subsector 3,25297947647.631645,0.570022308486579,0.13020388350189804,0.0676033786452872,0.34478639368461206,0.570022308486579,0,34.49491959037111
Metals & Ores - Subsector 4,15814243901.395948,0.569682230984491,0.19446093560111422,0.0269589782024179,0.3426188447768244,0.569682230984491,0,36.16516092288068
Machinery & Equipment - Subsector 5,9841898230.172256,0.5541061988268918,0.1722742653672162,0.12464964797170008,0.3150958600534271,0.5541061988268918,0,35.66281558703916
Energy Products - Subsector 1,7922088117.16936,0.570050584876166,0.16461027115443877,0.06074349366531262,0.34465643909054283,0.570050584876166,0,35.39254092958223
Agricultural Products - Subsector 2,9020091798.322073,0.6447571254838192,0.10837585225767987,0.07160813623858635,0.4301882443439634,0.6447571254838192,0,38.002416156162795
Agricultural Products - Subsector 3,2585241113.2398376,0.48843449038874276,0.2213436061220026,0.07521937535825919,0.2568814995633313,0.48843449038874276,0,33.12611061288892
Automotive & Parts - Subsector 4,841961617.5600595,0.6446020610402651,0.04247040983510997,0.11533174279202861,0.4338988858597028,0.6446020610402651,0,36.12787138243274
Electronics - Subsector 5,273020352.59932804,0.4783524181101745,0.23896646219873183,0.054581816511253864,0.2517703720532467,0.4783524181101745,0,32.850633968415515
Plastics & Chemicals - Subsector 1,5145620235.899323,0.5477458986925138,0.2015126058474001,0.09806872388924501,0.30813882027618394,0.5477458986925138,0,35.98072964288448
Automotive & Parts - Subsector 2,12529465304.478176,0.6612767113941379,0.03490743555656315,0.11646848361424264,0.4524548206445134,0.6612767113941379,0,36.98159706575019
Furniture & Fixtures - Subsector 3,6458495904.532286,0.37241568971253064,0.35911243263193443,0.1291441262976115,0.14765843096079742,0.37241568971253064,0,32.11740404890631
Automotive & Parts - Subsector 4,64082788848.82138,0.7384491485567936,0.042143819083373814,0.08649518486426548,0.5517327865456186,0.7384491485567936,0,42.01711797310317
Machinery & Equipment - Subsector 5,24015518798.273697,0.5815970958863788,0.17242193518815555,0.06479762231588745,0.34909017203039683,0.5815970958863788,0,36.62975519803188
Automotive & Parts - Subsector 1,13987811491.656952,0.705248146570656,0.024019747733874056,0.08855212947465098,0.5104752461330834,0.705248146570656,0,39.13746331998599
Wood & Paper Products - Subsector 2,1644719717.427401,0.6246740315645588,0.18538981056326212,0.0635467214701177,0.39663772309735834,0.6246740315645588,0,39.511770006235565
Metals & Ores - Subsector 3,4846949609.918479,0.692880891888134,0.13647593498260013,0.03154037235511216,0.4857775296528157,0.692880891888134,0,42.00722491407014
Automotive & Parts - Subsector 4,53308249734.38547,0.6436461225271922,0.05153130014458729,0.11614701400105769,0.4284205517578381,0.6436461225271922,0,36.541759215589195
Agricultural Products - Subsector 5,9938334060.139975,0.5934254392351614,0.20563046768889373,0.024410147816564427,0.3708775846176959,0.5934254392351614,0,37.60290082216889
Electrical Machinery - Subsector 1,7822507984.362554,0.42952806820837347,0.24330530864186384,0.1083433125542827,0.2032171103928897,0.42952806820837347,0,31.126502180085403
Metals & Ores - Subsector 2,8846721957.103386,0.5829636030760192,0.11853042530490586,0.04018441325833925,0.3644813850848366,0.5829636030760192,0,34.57445694171376
Machinery & Equipment - Subsector 3,37263759163.731026,0.44193452281716933,0.3116843139544714,0.048440021020105584,0.2102042184376838,0.44193452281716933,0,33.36686059704015
Plastics & Chemicals - Subsector 4,6974337183.5844,0.4333777032002948,0.24796934621406624,0.1304513464068198,0.20274493707605204,0.4333777032002948,0,31.62466649698547
Optical & Medical Instruments - Subsector 5,16699858258.832798,0.5140227041512933,0.22804681663362614,0.06439996746471432,0.27706368804155074,0.5140227041512933,0,34.70786506265751
Mineral Products - Subsector 1,4237945084.4566193,0.5748769509444812,0.18994385503268146,0.02996940634332702,0.34727414717948496,0.5748769509444812,0,36.3614895490059
Furniture & Fixtures - Subsector 2,32930531256.810974,0.29363453333978107,0.44468481371203805,0.13087550061063913,0.20671157862034056,0.44468481371203805,0,32.728286352222895
Energy Products - Subsector 3,3523183996.6465864,0.602466626896699,0.19908941691312204,0.029013028113664862,0.37688273756202945,0.602466626896699,0,38.11524825279862
Iron & Steel - Subsector 4,22008842742.79997,0.6457056575973519,0.18342053784473603,0.07041382183852288,0.42061206731155965,0.6457056575973519,0,40.86557865954571
Automotive & Parts - Subsector 5,7987827566.162312,0.6695408470156691,0.06629966896126843,0.08905726604077491,0.4659696282222971,0.6695408470156691,0,38.09019930988581
Automotive & Parts - Subsector 1,38949822886.5544,0.6799382865502466,0.047073827305623685,0.11355888752090826,0.47262450980008663,0.6799382865502466,0,38.574644069573786
Metals & Ores - Subsector 2,1552926335.417572,0.6477570534625213,0.10648603193821973,0.05633587613317171,0.43450400255634614,0.6477570534625213,0,38.05538174365458
Fertilizers - Subsector 3,38794904063.61642,0.5813962308173971,0.15942514101560393,0.05211778617610724,0.3576975052331101,0.5813962308173971,0,35.815010038374126
Metals & Ores - Subsector 4,43839948080.35425,0.5546199528280769,0.18943530235835224,0.02529406062431845,0.3311860783295064,0.5546199528280769,0,35.06735802037314
Pharmaceuticals - Subsector 5,18103406134.154552,0.4497686753554137,0.27831261567448967,0.0903054188275266,0.21540281863128094,0.4497686753554137,0,33.08210141140533
Plastics & Chemicals - Subsector 1,21152521398.933826,0.5905184925875202,0.1700280478043374,0.1020401024231831,0.35728450864020445,0.5905184925875202,0,37.246216578620164
Plastics & Chemicals - Subsector 2,2632080195.02526,0.5269447126431468,0.20320506786167833,0.08984367585743568,0.2934013814402951,0.5269447126431468,0,34.55672190183003
Pharmaceuticals - Subsector 3,216730296663.72772,0.4643660814048162,0.3027135895671127,0.05299900519459032,0.2294796462478207,0.4643660814048162,0,34.176289230879036
Agricultural Products - Subsector 4,23066766100.92919,0.6162653170433429,0.20946961629336625,0.05954051636951134,0.3843764207965354,0.6162653170433429,0,39.990016901308515
Cereals & Grains - Subsector 5,11265975163.922422,0.5510203020674473,0.2584417822365417,0.04422483465483042,0.31221554077294444,0.5510203020674473,0,37.42110064759566
Machinery & Equipment - Subsector 1,78950353898.86067,0.522655535509223,0.2429350352040203,0.0900484914295176,0.28609475889809255,0.522655535509223,5,37.002004007803954
Electrical Machinery - Subsector 2,23362965407.775887,0.5282414000793032,0.24798525979926395,0.06415513891331692,0.2895235771976043,0.5282414000793032,5,37.43860436642179
Agricultural Products - Subsector 3,3265542526.398974,0.5886707608687303,0.16037852792448154,0.0468146675551798,0.36262735690198666,0.5886707608687303,5,37.77321283610732
Energy Products - Subsector 4,8726670268.609154,0.5006720849267347,0.23650456752701157,0.07606346398945027,0.26627357128792956,0.5006720849267347,5,35.52292330101948
Automotive & Parts - Subsector 5,1007750809.8657302,0.6945672636368543,0.019791964512278198,0.12886387385661038,0.49240604174403363,0.6945672636368543,5,40.26558274465315
Furniture & Fixtures - Subsector 1,9927332919.401083,0.38924487492728,0.3821171047083694,0.12747994409864732,0.15500836631747658,0.38924487492728,5,35.32623169429435
Plastics & Chemicals - Subsector 2,2676786477.6185393,0.44037653865907456,0.29721401958780175,0.08064643379462444,0.2103342807059879,0.44037653865907456,5,34.2634971365897
Beverages & Spirits - Subsector 3,18495259079.34707,0.6444310363303902,0.11217822637622908,0.07666129868592654,0.4314729838793417,0.6444310363303902,5,39.56448879927535
Machinery & Equipment - Subsector 4,12710825571.434944,0.452760171636222,0.23100868713159983,0.08983397365002346,0.22104798942169848,0.452760171636222,5,33.118106148332046
Wood & Paper Products - Subsector 5,2807572884.9427104,0.6677730895579289,0.1776826458505769,0.05243017568433897,0.4498355545404757,0.6677730895579289,5,43.733502321420566
Machinery & Equipment - Subsector 1,2197366495.1255245,0.4922295772023137,0.3095568948441348,0.06996659845465349,0.2473591939848869,0.4922295772023137,5,37.858537574530224
Electronics - Subsector 2,3481156042.0858717,0.4056801971193246,0.31854212659292697,0.0904302911299007,0.1791040559771281,0.4056801971193246,5,33.377294274525944
Machinery & Equipment - Subsector 3,884214045.1991588,0.47016717682825426,0.21510131143902958,0.10196079904750002,0.23804170184279083,0.47016717682825426,5,33.54083499769747
Machinery & Equipment - Subsector 4,3931543181.484177,0.5296977617619041,0.178841801620578,0.084887184348099,0.2979117101371331,0.5296977617619041,5,35.27665453765367
Mineral Products - Subsector 5,5537031643.976132,0.6407345140332772,0.16325150836453514,0.02540769916355148,0.4212658698228664,0.6407345140332772,5,41.01230849125992
Mineral Products - Subsector 1,11615274666.382048,0.6509134848857909,0.12727166091930642,0.05632864755566877,0.43282298034805605,0.6509134848857909,5,40.74510555367877
Agricultural Products - Subsector 2,721808690.6500916,0.6413891335483262,0.11994556997985757,0.07407173454059804,0.425628364998177,0.6413891335483262,5,39.70430893819475
Energy Products - Subsector 3,8189431341.720685,0.6003724434102902,0.14864757455151498,0.07168842665138629,0.3791890133377818,0.6003724434102902,5,38.03624245624636
Energy Products - Subsector 4,10911575425.303024,0.5710474963649457,0.2011175554918186,0.04817067347559191,0.3431992519682894,0.5710474963649457,5,37.95094635318093
Machinery & Equipment - Subsector 5,23872670422.178165,0.4843304524874666,0.27438034688160884,0.11553241561848782,0.23971722259893408,0.4843304524874666,5,36.65837254790277
Agricultural Products - Subsector 1,1237440030.6380641,0.592560244010525,0.13604994611161983,0.0706223751331557,0.3722728214745287,0.592560244010525,5,37.12095856311031
Energy Products - Subsector 2,19783146986.352493,0.5647617786250496,0.21185436169069025,0.05894476715162891,0.3263428757530965,0.5647617786250496,5,38.67169375754828
Energy Products - Subsector 3,4967987110.599781,0.5215000663455669,0.23371765865223343,0.04141785074042932,0.285018623053928,0.5215000663455669,5,36.50053104178846
Optical & Medical Instruments - Subsector 4,437140104897.17035,0.4271814380532137,0.2154691365974307,0.10011076944396867,0.2090901638801467,0.4271814380532137,5,31.13098815996265
Automotive & Parts - Subsector 5,3781903944.71006,0.682823041276555,0.037174838645660055,0.12014286843058551,0.47443678956965174,0.682823041276555,5,40.27498168134562
Wood & Paper Products - Subsector 1,26698254573.362736,0.6259009660897228,0.1861629689907281,0.04936641649884731,0.397607630733403,0.6259009660897228,5,41.35383788317485
